regulatory	KO
Dapma7bEVm018506t1	
Dapma7bEVm001973t1	K18201
Dapma7bEVm005505t1	K19603
Dapma7bEVm011530t1	K10106
Dapma7bEVm001073t1	
Dapma7bEVm011012t1	
Dapma7bEVm015669t1	K05030
Dapma7bEVm004051t1	K15732
Dapma7bEVm010823t1	K08202
Dapma7bEVm005384t1	
Dapma7bEVm003055t1	
Dapma7bEVm000246t1	K12373
Dapma7bEVm002862t1	
Dapma7bEVm004292t1	
Dapma7bEVm006751t1	
Dapma7bEVm006502t1	
Dapma7bEVm004172t1	
Dapma7bEVm001977t1	
Dapma7bEVm007255t1	K21283
Dapma7bEVm027846t1	K01334
Dapma7bEVm018530t1	K05619
Dapma7bEVm006397t1	K15028
Dapma7bEVm000191t1	
Dapma7bEVm002638t1	K14788
Dapma7bEVm011201t1	K15280
Dapma7bEVm028210t1	K23325
Dapma7bEVm010134t1	K12493
Dapma7bEVm009695t1	K08664
Dapma7bEVm010565t1	K01183
Dapma7bEVm000450t1	
Dapma7bEVm001713t1	K01681
Dapma7bEVm005223t1	K12613
Dapma7bEVm010934t1	K14855
Dapma7bEVm010660t1	K25745
Dapma7bEVm006841t1	K07071
Dapma7bEVm001951t1	K03063
Dapma7bEVm000891t1	K22985
Dapma7bEVm010774t1	
Dapma7bEVm014954t1	
Dapma7bEVm009948t1	K11654
Dapma7bEVm027420t1	K20102
Dapma7bEVm003381t1	K01074
Dapma7bEVm030419t1	K16803
Dapma7bEVm019203t1	K07427
Dapma7bEVm003876t1	K13337
Dapma7bEVm009665t1	
Dapma7bEVm002269t1	K01206
Dapma7bEVm003326t1	K25216
Dapma7bEVm012228t1	K26405
Dapma7bEVm007829t1	K23407
Dapma7bEVm001998t1	K01225
Dapma7bEVm002769t1	K24536
Dapma7bEVm003104t1	K01968
Dapma7bEVm010297t1	K09651
Dapma7bEVm001489t1	K23332
Dapma7bEVm004253t1	K21437
Dapma7bEVm009994t1	
Dapma7bEVm029563t1	
Dapma7bEVm002467t1	K01092
Dapma7bEVm005361t1	K03098
Dapma7bEVm005686t1	
Dapma7bEVm011370t1	K09090
Dapma7bEVm006269t1	K01025
Dapma7bEVm004185t1	K07767
Dapma7bEVm008007t1	
Dapma7bEVm011893t1	
Dapma7bEVm006661t1	
Dapma7bEVm004248t1	K15429
Dapma7bEVm028068t1	
Dapma7bEVm006842t1	
Dapma7bEVm007162t1	K11129
Dapma7bEVm003880t1	K00079
Dapma7bEVm008236t1	K22455
Dapma7bEVm006591t1	
Dapma7bEVm008229t1	K16473
Dapma7bEVm028447t1	K26544
Dapma7bEVm004910t1	K15323
Dapma7bEVm028860t1	K11205
Dapma7bEVm000550t1	K09500
Dapma7bEVm011540t1	K01620
Dapma7bEVm001564t1	K01809
Dapma7bEVm005952t1	K05284
Dapma7bEVm010115t1	K00314
Dapma7bEVm024445t1	K06691
Dapma7bEVm018608t1	K00849
Dapma7bEVm005545t1	K17339
Dapma7bEVm005328t1	
Dapma7bEVm010239t1	
Dapma7bEVm007836t1	
Dapma7bEVm009618t1	
Dapma7bEVm015362t1	K14009
Dapma7bEVm006826t1	K13960
Dapma7bEVm008367t1	K24142
Dapma7bEVm004897t1	K10250
Dapma7bEVm007019t1	K00816
Dapma7bEVm000737t1	
Dapma7bEVm011186t1	
Dapma7bEVm005648t1	K00967
Dapma7bEVm001963t1	K14291
Dapma7bEVm007664t1	K12185
Dapma7bEVm011928t1	
Dapma7bEVm005899t1	
Dapma7bEVm012905t1	K09578
Dapma7bEVm015741t1	
Dapma7bEVm003438t1	
Dapma7bEVm007519t1	K08515
Dapma7bEVm028571t1	K01672
Dapma7bEVm006381t1	K06963
Dapma7bEVm011746t1	
Dapma7bEVm028142t1	K00943
Dapma7bEVm007130t1	K02867
Dapma7bEVm024048t1	
Dapma7bEVm002483t1	K09602
Dapma7bEVm019705t1	
Dapma7bEVm011832t1	K20313
Dapma7bEVm007292t1	K04082
Dapma7bEVm027817t1	K01897
Dapma7bEVm003774t1	K01611
Dapma7bEVm009540t1	K19719
Dapma7bEVm003115t1	K09490
Dapma7bEVm005248t1	
Dapma7bEVm001943t1	K00453
Dapma7bEVm010928t1	K17936
Dapma7bEVm002983t1	K07936
Dapma7bEVm024242t1	K06508
Dapma7bEVm011855t1	
Dapma7bEVm002584t1	K04352
Dapma7bEVm030420t1	K02577
Dapma7bEVm004565t1	K05012
Dapma7bEVm001141t1	K04703
Dapma7bEVm000119t1	K05731
Dapma7bEVm012162t1	K05606
Dapma7bEVm000473t1	
Dapma7bEVm001784t1	
Dapma7bEVm001366t1	
Dapma7bEVm001326t1	K14616
Dapma7bEVm011092t1	
Dapma7bEVm002540t1	
Dapma7bEVm000627t1	K11140
Dapma7bEVm011462t1	
Dapma7bEVm001143t1	K24024
Dapma7bEVm003952t1	K26501
Dapma7bEVm002700t1	K10301
Dapma7bEVm019277t1	
Dapma7bEVm027678t1	K08635
Dapma7bEVm029527t1	
Dapma7bEVm023032t1	
Dapma7bEVm027884t1	
Dapma7bEVm005666t1	
Dapma7bEVm005019t1	K24387
Dapma7bEVm005275t1	K00604
Dapma7bEVm016150t1	
Dapma7bEVm006302t1	K03539
Dapma7bEVm023372t1	K01672
Dapma7bEVm028067t1	K15014
Dapma7bEVm018544t1	
Dapma7bEVm004017t1	
Dapma7bEVm030421t1	K11840
Dapma7bEVm028301t1	
Dapma7bEVm028350t1	
Dapma7bEVm010821t1	K15332
Dapma7bEVm001301t1	K15410
Dapma7bEVm029393t1	
Dapma7bEVm005642t1	
Dapma7bEVm002426t1	K15115
Dapma7bEVm011143t1	
Dapma7bEVm000353t1	K12571
Dapma7bEVm001107t1	
Dapma7bEVm027448t1	
Dapma7bEVm007058t1	
Dapma7bEVm004043t1	K05310
Dapma7bEVm027831t1	
Dapma7bEVm010084t1	
Dapma7bEVm001836t1	
Dapma7bEVm006035t1	K03124
Dapma7bEVm002647t1	
Dapma7bEVm005079t1	
Dapma7bEVm010863t1	K17095
Dapma7bEVm005109t1	
Dapma7bEVm003292t1	
Dapma7bEVm006310t1	
Dapma7bEVm007709t1	K25470
Dapma7bEVm010402t1	
Dapma7bEVm015029t1	K01312
Dapma7bEVm029285t1	
Dapma7bEVm023291t1	
Dapma7bEVm004450t1	K02866
Dapma7bEVm002535t1	
Dapma7bEVm014987t1	K13201
Dapma7bEVm001127t1	K01464
Dapma7bEVm027387t1	
Dapma7bEVm009483t1	
Dapma7bEVm001698t1	K13139
Dapma7bEVm000714t1	K22078
Dapma7bEVm023117t1	
Dapma7bEVm000603t1	
Dapma7bEVm002565t1	
Dapma7bEVm004541t1	
Dapma7bEVm000256t1	K23518
Dapma7bEVm003113t1	K05292
Dapma7bEVm018519t1	K11847
Dapma7bEVm011315t1	
Dapma7bEVm004562t1	K05294
Dapma7bEVm004986t1	K04255
Dapma7bEVm004207t1	
Dapma7bEVm010174t1	K17797
Dapma7bEVm009707t1	
Dapma7bEVm028497t1	
Dapma7bEVm002296t1	K07424
Dapma7bEVm004801t1	K18169
Dapma7bEVm005813t1	
Dapma7bEVm000882t1	K08958
Dapma7bEVm028513t1	
Dapma7bEVm003482t1	
Dapma7bEVm002993t1	K04648
Dapma7bEVm009952t1	K19511
Dapma7bEVm018583t1	
Dapma7bEVm027874t1	K01081
Dapma7bEVm001024t1	
Dapma7bEVm003577t1	
Dapma7bEVm001900t1	K26808
Dapma7bEVm009521t1	
Dapma7bEVm005488t1	K21915
Dapma7bEVm015135t1	
Dapma7bEVm006832t1	K12566
Dapma7bEVm002594t1	
Dapma7bEVm011202t1	
Dapma7bEVm002312t1	K07765
Dapma7bEVm011804t1	
Dapma7bEVm008784t1	K18042
Dapma7bEVm015078t1	K00934
Dapma7bEVm029420t1	
Dapma7bEVm009753t1	K08826
Dapma7bEVm003712t1	K15174
Dapma7bEVm004566t1	K26269
Dapma7bEVm029556t1	K05679
Dapma7bEVm011146t1	K14721
Dapma7bEVm006271t1	
Dapma7bEVm005068t1	K20133
Dapma7bEVm010032t1	K26420
Dapma7bEVm000904t1	K13254
Dapma7bEVm003662t1	K01887
Dapma7bEVm000491t1	
Dapma7bEVm004653t1	K14768
Dapma7bEVm005031t1	
Dapma7bEVm014970t1	
Dapma7bEVm000477t1	K14571
Dapma7bEVm028036t1	K10779
Dapma7bEVm015448t1	K13356
Dapma7bEVm003606t1	
Dapma7bEVm023096t1	K09585
Dapma7bEVm001190t1	K13356
Dapma7bEVm001812t1	K15837
Dapma7bEVm003041t1	
Dapma7bEVm027788t1	
Dapma7bEVm001004t1	K12896
Dapma7bEVm008310t1	
Dapma7bEVm023473t1	K01312
Dapma7bEVm004686t1	
Dapma7bEVm004402t1	K08658
Dapma7bEVm000706t1	K20096
Dapma7bEVm007169t1	K14165
Dapma7bEVm007274t1	K10842
Dapma7bEVm014978t1	
Dapma7bEVm000513t1	K02353
Dapma7bEVm002829t1	K14963
Dapma7bEVm006763t1	K11584
Dapma7bEVm019001t1	
Dapma7bEVm001343t1	
Dapma7bEVm003288t1	
Dapma7bEVm003462t1	
Dapma7bEVm003086t1	K10875
Dapma7bEVm006663t1	K04131
Dapma7bEVm003631t1	K15133
Dapma7bEVm027382t1	K24048
Dapma7bEVm008457t1	K22063
Dapma7bEVm004558t1	K02540
Dapma7bEVm010220t1	
Dapma7bEVm003313t1	K10873
Dapma7bEVm005054t1	K19511
Dapma7bEVm011216t1	
Dapma7bEVm005482t1	
Dapma7bEVm005876t1	K14387
Dapma7bEVm018849t1	
Dapma7bEVm011705t1	
Dapma7bEVm016154t1	
Dapma7bEVm007114t1	K04565
Dapma7bEVm004230t1	
Dapma7bEVm004412t1	K20694
Dapma7bEVm003442t1	
Dapma7bEVm003870t1	
Dapma7bEVm001992t1	
Dapma7bEVm000157t1	
Dapma7bEVm027673t1	
Dapma7bEVm011897t1	K23664
Dapma7bEVm022694t1	K11804
Dapma7bEVm029447t1	
Dapma7bEVm003825t1	
Dapma7bEVm006973t1	K26153
Dapma7bEVm011634t1	
Dapma7bEVm006263t1	
Dapma7bEVm006222t1	
Dapma7bEVm010428t1	K02731
Dapma7bEVm005416t1	
Dapma7bEVm027583t1	
Dapma7bEVm003714t1	K13356
Dapma7bEVm003675t1	
Dapma7bEVm006621t1	
Dapma7bEVm004520t1	
Dapma7bEVm018437t1	K13293
Dapma7bEVm011054t1	K18753
Dapma7bEVm005538t1	K15001
Dapma7bEVm010371t1	
Dapma7bEVm004189t1	K01294
Dapma7bEVm027887t1	K19532
Dapma7bEVm001953t1	K08362
Dapma7bEVm001722t1	K24737
Dapma7bEVm003214t1	K15001
Dapma7bEVm018395t1	
Dapma7bEVm007174t1	K24963
Dapma7bEVm005259t1	
Dapma7bEVm009748t1	K23883
Dapma7bEVm010936t1	K15014
Dapma7bEVm000847t1	K13887
Dapma7bEVm027488t1	
Dapma7bEVm009773t1	
Dapma7bEVm027731t1	K11140
Dapma7bEVm024246t1	
Dapma7bEVm002660t1	K17710
Dapma7bEVm000701t1	
Dapma7bEVm005601t1	
Dapma7bEVm007256t1	K08814
Dapma7bEVm011445t1	
Dapma7bEVm007149t1	
Dapma7bEVm003646t1	K14683
Dapma7bEVm003521t1	K20308
Dapma7bEVm019144t1	
Dapma7bEVm000100t1	K26162
Dapma7bEVm000635t1	K16288
Dapma7bEVm004082t1	K08734
Dapma7bEVm005726t1	K12180
Dapma7bEVm011412t1	
Dapma7bEVm010569t1	
Dapma7bEVm010145t1	
Dapma7bEVm003728t1	K13780
Dapma7bEVm004383t1	K22282
Dapma7bEVm028104t1	K03098
Dapma7bEVm027633t1	
Dapma7bEVm023077t1	
Dapma7bEVm028096t1	
Dapma7bEVm015596t1	
Dapma7bEVm003339t1	
Dapma7bEVm018436t1	
Dapma7bEVm010119t1	K14575
Dapma7bEVm004731t1	
Dapma7bEVm001506t1	K10721
Dapma7bEVm011122t1	K15167
Dapma7bEVm029402t1	
Dapma7bEVm030422t1	
Dapma7bEVm015080t1	K19176
Dapma7bEVm027825t1	K07759
Dapma7bEVm015240t1	
Dapma7bEVm003040t1	K24404
Dapma7bEVm001047t1	K24342
Dapma7bEVm003691t1	
Dapma7bEVm002596t1	K17637
Dapma7bEVm029230t1	K07899
Dapma7bEVm028089t1	K10849
Dapma7bEVm015364t1	K17614
Dapma7bEVm009520t1	K12076
Dapma7bEVm027433t1	K10521
Dapma7bEVm004075t1	K12820
Dapma7bEVm009876t1	
Dapma7bEVm003127t1	K03283
Dapma7bEVm023889t1	
Dapma7bEVm009596t1	
Dapma7bEVm027950t1	K12301
Dapma7bEVm027885t1	K08779
Dapma7bEVm004991t1	K02872
Dapma7bEVm002728t1	K04674
Dapma7bEVm001806t1	K10442
Dapma7bEVm027994t1	K05679
Dapma7bEVm029557t1	K05680
Dapma7bEVm011326t1	K10865
Dapma7bEVm003033t1	K01306
Dapma7bEVm000010t1	
Dapma7bEVm006460t1	
Dapma7bEVm000683t1	K23281
Dapma7bEVm023385t1	K06842
Dapma7bEVm024356t1	K05323
Dapma7bEVm010234t1	K18993
Dapma7bEVm005064t1	K06676
Dapma7bEVm000214t1	K07526
Dapma7bEVm015769t1	
Dapma7bEVm005549t1	K00326
Dapma7bEVm015873t1	K02905
Dapma7bEVm002149t1	
Dapma7bEVm003234t1	
Dapma7bEVm027392t1	
Dapma7bEVm023450t1	
Dapma7bEVm027843t1	
Dapma7bEVm001532t1	K01593
Dapma7bEVm004716t1	
Dapma7bEVm007166t1	
Dapma7bEVm006071t1	
Dapma7bEVm005965t1	
Dapma7bEVm008807t1	
Dapma7bEVm009590t1	
Dapma7bEVm018541t1	K14311
Dapma7bEVm000538t1	
Dapma7bEVm000276t1	
Dapma7bEVm005820t1	K08049
Dapma7bEVm030651t1	
Dapma7bEVm000063t1	
Dapma7bEVm011234t1	K14937
Dapma7bEVm002095t1	
Dapma7bEVm003998t1	
Dapma7bEVm000209t1	
Dapma7bEVm002198t1	K05679
Dapma7bEVm010911t1	K00914
Dapma7bEVm006964t1	
Dapma7bEVm028387t1	K26219
Dapma7bEVm010587t1	
Dapma7bEVm003468t1	
Dapma7bEVm010691t1	
Dapma7bEVm000388t1	K07376
Dapma7bEVm000312t1	K02177
Dapma7bEVm028015t1	K15430
Dapma7bEVm003567t1	K18037
Dapma7bEVm009817t1	
Dapma7bEVm027366t1	K20176
Dapma7bEVm027935t1	K24788
Dapma7bEVm006610t1	K14850
Dapma7bEVm007832t1	K08339
Dapma7bEVm028696t1	
Dapma7bEVm007596t1	K24741
Dapma7bEVm006594t1	
Dapma7bEVm003061t1	K18468
Dapma7bEVm015124t1	K15196
Dapma7bEVm009462t1	K06115
Dapma7bEVm001474t1	
Dapma7bEVm001171t1	
Dapma7bEVm000102t1	
Dapma7bEVm004514t1	
Dapma7bEVm010661t1	K07953
Dapma7bEVm004159t1	K14782
Dapma7bEVm015529t1	
Dapma7bEVm006592t1	
Dapma7bEVm027353t1	K05850
Dapma7bEVm003533t1	K08675
Dapma7bEVm007564t1	
Dapma7bEVm007849t1	K06910
Dapma7bEVm010890t1	K02134
Dapma7bEVm002621t1	
Dapma7bEVm001109t1	K01513
Dapma7bEVm002160t1	
Dapma7bEVm002598t1	K08805
Dapma7bEVm010684t1	K06816
Dapma7bEVm011047t1	K04716
Dapma7bEVm008048t1	
Dapma7bEVm010586t1	
Dapma7bEVm003246t1	K23532
Dapma7bEVm010370t1	K23612
Dapma7bEVm007298t1	
Dapma7bEVm006235t1	K08342
Dapma7bEVm006848t1	
Dapma7bEVm003203t1	K13356
Dapma7bEVm007695t1	K17279
Dapma7bEVm006573t1	
Dapma7bEVm005378t1	
Dapma7bEVm008592t1	K13273
Dapma7bEVm018420t1	
Dapma7bEVm009808t1	K03231
Dapma7bEVm010695t1	K19511
Dapma7bEVm023877t1	K05312
Dapma7bEVm002333t1	K01511
Dapma7bEVm000105t1	
Dapma7bEVm000848t1	K26979
Dapma7bEVm015478t1	K01908
Dapma7bEVm000669t1	K03258
Dapma7bEVm007792t1	K16518
Dapma7bEVm002281t1	
Dapma7bEVm010101t1	
Dapma7bEVm027701t1	
Dapma7bEVm004667t1	K01634
Dapma7bEVm006359t1	K18588
Dapma7bEVm007609t1	K00889
Dapma7bEVm007678t1	
Dapma7bEVm001575t1	K15692
Dapma7bEVm001533t1	
Dapma7bEVm007233t1	K11419
Dapma7bEVm006624t1	K22746
Dapma7bEVm002792t1	K04255
Dapma7bEVm003973t1	K02324
Dapma7bEVm007205t1	K03685
Dapma7bEVm027456t1	
Dapma7bEVm019900t1	
Dapma7bEVm004525t1	K08860
Dapma7bEVm002737t1	K02144
Dapma7bEVm015299t1	
Dapma7bEVm004498t1	
Dapma7bEVm000915t1	K23551
Dapma7bEVm000463t1	K11140
Dapma7bEVm015504t1	K03965
Dapma7bEVm004429t1	
Dapma7bEVm010340t1	
Dapma7bEVm000561t1	K11529
Dapma7bEVm001741t1	K13103
Dapma7bEVm023495t1	K00939
Dapma7bEVm010555t1	K01176
Dapma7bEVm023671t1	
Dapma7bEVm005682t1	K09307
Dapma7bEVm009813t1	K05199
Dapma7bEVm010700t1	K06059
Dapma7bEVm001771t1	
Dapma7bEVm011029t1	K16588
Dapma7bEVm010347t1	
Dapma7bEVm015253t1	
Dapma7bEVm000509t1	
Dapma7bEVm007295t1	
Dapma7bEVm027658t1	
Dapma7bEVm024174t1	
Dapma7bEVm008076t1	
Dapma7bEVm002506t1	K18180
Dapma7bEVm029609t1	
Dapma7bEVm000416t1	
Dapma7bEVm010597t1	K12350
Dapma7bEVm028869t1	
Dapma7bEVm005439t1	
Dapma7bEVm027390t1	K04860
Dapma7bEVm011228t1	K08073
Dapma7bEVm004947t1	
Dapma7bEVm010215t1	K04955
Dapma7bEVm000876t1	K02516
Dapma7bEVm001997t1	
Dapma7bEVm005427t1	K10908
Dapma7bEVm005122t1	K22329
Dapma7bEVm010106t1	
Dapma7bEVm015035t1	
Dapma7bEVm014943t1	
Dapma7bEVm015356t1	
Dapma7bEVm005419t1	K03125
Dapma7bEVm001300t1	K00915
Dapma7bEVm018520t1	
Dapma7bEVm002226t1	K14724
Dapma7bEVm028119t1	K13173
Dapma7bEVm015172t1	
Dapma7bEVm010329t1	
Dapma7bEVm006807t1	
Dapma7bEVm010701t1	
Dapma7bEVm002259t1	K06628
Dapma7bEVm010578t1	
Dapma7bEVm006547t1	
Dapma7bEVm001516t1	K20095
Dapma7bEVm004247t1	
Dapma7bEVm028232t1	K11206
Dapma7bEVm010052t1	K13868
Dapma7bEVm000759t1	
Dapma7bEVm005263t1	K00734
Dapma7bEVm005102t1	
Dapma7bEVm028105t1	K07841
Dapma7bEVm001076t1	K20792
Dapma7bEVm002185t1	K13181
Dapma7bEVm023223t1	K05641
Dapma7bEVm009538t1	K06114
Dapma7bEVm029576t1	
Dapma7bEVm030423t1	K05658
Dapma7bEVm008039t1	
Dapma7bEVm000868t1	K10746
Dapma7bEVm006735t1	
Dapma7bEVm004666t1	K00710
Dapma7bEVm001038t1	
Dapma7bEVm027833t1	
Dapma7bEVm005838t1	K11865
Dapma7bEVm002155t1	K13142
Dapma7bEVm001498t1	
Dapma7bEVm018670t1	
Dapma7bEVm002997t1	
Dapma7bEVm000375t1	
Dapma7bEVm000853t1	
Dapma7bEVm004836t1	
Dapma7bEVm004019t1	
Dapma7bEVm005071t1	
Dapma7bEVm002650t1	
Dapma7bEVm018509t1	K14708
Dapma7bEVm028122t1	K01669
Dapma7bEVm005699t1	
Dapma7bEVm002214t1	K05038
Dapma7bEVm015205t1	K02133
Dapma7bEVm001183t1	K21770
Dapma7bEVm004506t1	
Dapma7bEVm010482t1	K04599
Dapma7bEVm023230t1	
Dapma7bEVm008096t1	
Dapma7bEVm010307t1	K00411
Dapma7bEVm005862t1	K03131
Dapma7bEVm000136t1	
Dapma7bEVm000372t1	K06111
Dapma7bEVm005037t1	
Dapma7bEVm004414t1	
Dapma7bEVm005576t1	K15430
Dapma7bEVm010086t1	
Dapma7bEVm007782t1	
Dapma7bEVm001276t1	
Dapma7bEVm014975t1	
Dapma7bEVm003244t1	
Dapma7bEVm004593t1	
Dapma7bEVm027416t1	K02296
Dapma7bEVm002815t1	
Dapma7bEVm001540t1	K02359
Dapma7bEVm027647t1	K12598
Dapma7bEVm006723t1	K18669
Dapma7bEVm002666t1	
Dapma7bEVm003858t1	
Dapma7bEVm000158t1	
Dapma7bEVm009839t1	
Dapma7bEVm005082t1	K07188
Dapma7bEVm004145t1	
Dapma7bEVm001926t1	
Dapma7bEVm008727t1	
Dapma7bEVm004685t1	
Dapma7bEVm004176t1	
Dapma7bEVm005993t1	K04482
Dapma7bEVm003271t1	
Dapma7bEVm015079t1	K00758
Dapma7bEVm018415t1	
Dapma7bEVm019291t1	
Dapma7bEVm014962t1	
Dapma7bEVm018555t1	K08770
Dapma7bEVm015075t1	
Dapma7bEVm000628t1	K13861
Dapma7bEVm005173t1	
Dapma7bEVm000031t1	K11978
Dapma7bEVm006761t1	
Dapma7bEVm000466t1	K01187
Dapma7bEVm005074t1	K15703
Dapma7bEVm001451t1	K18081
Dapma7bEVm001525t1	K08057
Dapma7bEVm006570t1	
Dapma7bEVm027500t1	K11644
Dapma7bEVm002453t1	K03593
Dapma7bEVm005491t1	
Dapma7bEVm004564t1	K11855
Dapma7bEVm002311t1	
Dapma7bEVm002261t1	K21398
Dapma7bEVm001374t1	K01539
Dapma7bEVm000563t1	
Dapma7bEVm000134t1	K01262
Dapma7bEVm007638t1	K17823
Dapma7bEVm000385t1	
Dapma7bEVm010183t1	K01312
Dapma7bEVm029414t1	K10589
Dapma7bEVm004304t1	
Dapma7bEVm010546t1	K13485
Dapma7bEVm006824t1	K03239
Dapma7bEVm009886t1	
Dapma7bEVm007439t1	
Dapma7bEVm006211t1	K11266
Dapma7bEVm008030t1	
Dapma7bEVm014982t1	
Dapma7bEVm003555t1	
Dapma7bEVm001060t1	K12619
Dapma7bEVm004935t1	
Dapma7bEVm027320t1	
Dapma7bEVm001544t1	K07192
Dapma7bEVm011833t1	
Dapma7bEVm000893t1	
Dapma7bEVm003865t1	
Dapma7bEVm011842t1	K11663
Dapma7bEVm008788t1	
Dapma7bEVm015582t1	
Dapma7bEVm027367t1	K24143
Dapma7bEVm007075t1	K01310
Dapma7bEVm027779t1	
Dapma7bEVm000475t1	K05313
Dapma7bEVm006030t1	K04712
Dapma7bEVm003758t1	K14464
Dapma7bEVm005815t1	K05694
Dapma7bEVm023774t1	
Dapma7bEVm002390t1	
Dapma7bEVm001310t1	
Dapma7bEVm028132t1	
Dapma7bEVm029324t1	
Dapma7bEVm008444t1	
Dapma7bEVm007633t1	K19919
Dapma7bEVm002357t1	K18735
Dapma7bEVm019145t1	
Dapma7bEVm027567t1	K00109
Dapma7bEVm023446t1	
Dapma7bEVm019173t1	K14073
Dapma7bEVm006262t1	K23908
Dapma7bEVm010531t1	
Dapma7bEVm027389t1	
Dapma7bEVm029436t1	
Dapma7bEVm027667t1	
Dapma7bEVm000857t1	
Dapma7bEVm010388t1	
Dapma7bEVm014275t1	
Dapma7bEVm005401t1	
Dapma7bEVm000529t1	K00814
Dapma7bEVm002447t1	
Dapma7bEVm015263t1	
Dapma7bEVm027629t1	
Dapma7bEVm023404t1	K03681
Dapma7bEVm006472t1	
Dapma7bEVm006333t1	K02180
Dapma7bEVm027937t1	
Dapma7bEVm005521t1	K15292
Dapma7bEVm027651t1	K15043
Dapma7bEVm029092t1	
Dapma7bEVm028022t1	
Dapma7bEVm023233t1	
Dapma7bEVm003397t1	
Dapma7bEVm008629t1	K02892
Dapma7bEVm010530t1	
Dapma7bEVm004810t1	
Dapma7bEVm010744t1	K11279
Dapma7bEVm002145t1	K10645
Dapma7bEVm016155t1	
Dapma7bEVm003277t1	
Dapma7bEVm027245t1	
Dapma7bEVm028438t1	
Dapma7bEVm015125t1	
Dapma7bEVm002633t1	
Dapma7bEVm018610t1	K10523
Dapma7bEVm000615t1	
Dapma7bEVm018830t1	
Dapma7bEVm011720t1	
Dapma7bEVm024403t1	
Dapma7bEVm015724t1	
Dapma7bEVm006297t1	K22369
Dapma7bEVm011006t1	K02266
Dapma7bEVm009734t1	
Dapma7bEVm028915t1	
Dapma7bEVm000141t1	K00710
Dapma7bEVm005564t1	K04702
Dapma7bEVm019327t1	
Dapma7bEVm019323t1	
Dapma7bEVm003559t1	
Dapma7bEVm000580t1	
Dapma7bEVm006243t1	K03860
Dapma7bEVm004890t1	K08509
Dapma7bEVm028343t1	
Dapma7bEVm007290t1	
Dapma7bEVm007498t1	K21813
Dapma7bEVm007810t1	K03209
Dapma7bEVm006801t1	K14464
Dapma7bEVm002774t1	K03845
Dapma7bEVm023104t1	
Dapma7bEVm027723t1	K26273
Dapma7bEVm027586t1	
Dapma7bEVm028191t1	
Dapma7bEVm028337t1	
Dapma7bEVm005041t1	
Dapma7bEVm010721t1	K00472
Dapma7bEVm009940t1	
Dapma7bEVm002665t1	K05683
Dapma7bEVm028466t1	K11536
Dapma7bEVm003146t1	K19519
Dapma7bEVm003180t1	K00976
Dapma7bEVm004545t1	K19501
Dapma7bEVm000828t1	K03260
Dapma7bEVm006285t1	
Dapma7bEVm000907t1	
Dapma7bEVm009471t1	
Dapma7bEVm001523t1	K15627
Dapma7bEVm004622t1	K00503
Dapma7bEVm000163t1	
Dapma7bEVm004722t1	
Dapma7bEVm000733t1	
Dapma7bEVm004995t1	
Dapma7bEVm027253t1	
Dapma7bEVm003058t1	K14799
Dapma7bEVm005822t1	K01769
Dapma7bEVm010825t1	
Dapma7bEVm017019t1	
Dapma7bEVm009493t1	
Dapma7bEVm015185t1	
Dapma7bEVm000987t1	
Dapma7bEVm029201t1	
Dapma7bEVm002566t1	K02332
Dapma7bEVm009632t1	
Dapma7bEVm005105t1	K12655
Dapma7bEVm005447t1	K11852
Dapma7bEVm000576t1	K14464
Dapma7bEVm001818t1	
Dapma7bEVm002245t1	K12838
Dapma7bEVm004821t1	
Dapma7bEVm000512t1	
Dapma7bEVm001601t1	K02513
Dapma7bEVm000973t1	K00344
Dapma7bEVm029427t1	
Dapma7bEVm007122t1	K23841
Dapma7bEVm010966t1	K00002
Dapma7bEVm023614t1	
Dapma7bEVm004181t1	K23677
Dapma7bEVm001455t1	
Dapma7bEVm011384t1	K01493
Dapma7bEVm015225t1	
Dapma7bEVm006249t1	K04233
Dapma7bEVm004692t1	K08145
Dapma7bEVm006538t1	
Dapma7bEVm000358t1	
Dapma7bEVm009767t1	K00864
Dapma7bEVm009682t1	K14018
Dapma7bEVm015020t1	
Dapma7bEVm003317t1	
Dapma7bEVm010766t1	
Dapma7bEVm002192t1	K17597
Dapma7bEVm002959t1	K27391
Dapma7bEVm007710t1	K17197
Dapma7bEVm015565t1	
Dapma7bEVm000938t1	
Dapma7bEVm027280t1	
Dapma7bEVm011328t1	
Dapma7bEVm010000t1	
Dapma7bEVm009796t1	K15293
Dapma7bEVm015899t1	
Dapma7bEVm027695t1	
Dapma7bEVm005472t1	
Dapma7bEVm015245t1	
Dapma7bEVm023206t1	
Dapma7bEVm011408t1	K11987
Dapma7bEVm004598t1	K00728
Dapma7bEVm006731t1	
Dapma7bEVm000362t1	
Dapma7bEVm028511t1	
Dapma7bEVm011422t1	
Dapma7bEVm011420t1	
Dapma7bEVm001689t1	K11789
Dapma7bEVm028583t1	
Dapma7bEVm000589t1	K00799
Dapma7bEVm004376t1	
Dapma7bEVm023412t1	
Dapma7bEVm016498t1	
Dapma7bEVm016677t1	
Dapma7bEVm009769t1	K01769
Dapma7bEVm003094t1	
Dapma7bEVm007977t1	
Dapma7bEVm008857t1	
Dapma7bEVm015486t1	
Dapma7bEVm009450t1	
Dapma7bEVm000387t1	
Dapma7bEVm027428t1	K01183
Dapma7bEVm010317t1	
Dapma7bEVm028916t1	
