,Daphnia_magna,Drosophilia_melanogaster,Homo_sapiens,Daphnia_pulex
26492,Dapma7bEVm028464,,COMMD5;DKFZp434G1621;DKFZp434K202;DKFZp434L2027;DKFZp666E157;DKFZp666M044;DKFZp686G24119;DKFZp686L0787;DKFZp686M1631;DKFZp686O111;E4F1;FIZ1;FLJ23436;FLJ32130;FLJ37549;FP972;GLI4;GZF1;HEL-179;HEL-203;HEL104;HKR1;LOC101928592;LOC105372319;LOC107984126;LOC107984139;LOC112268403;LOC125893;LOC126295;LOC155054;LOC163131;MAZ;MGC13138;MGC2474;MYNN;MZF1;Nbla00121;PATZ1;PEG3;PRDM11;PRDM15;PRDM5;PRDM7;PRDM9;RBAK;REPIN1;RhitH;ZBTB11;ZBTB16;ZBTB17;ZBTB24;ZBTB32;ZBTB40;ZBTB41;ZBTB48;ZBTB49;ZFAT;ZFP1;ZFP112;ZFP14;ZFP2;ZFP28;ZFP3;ZFP30;ZFP37;ZFP41;ZFP57;ZFP62;ZFP69;ZFP69B;ZFP82;ZFP90;ZFP92;ZIK1;ZIM2;ZIM3;ZKSCAN1;ZKSCAN2;ZKSCAN5;ZKSCAN7;ZKSCAN8;ZNF10;ZNF100;ZNF101;ZNF107;ZNF112;ZNF114;ZNF117;ZNF12;ZNF121;ZNF124;ZNF132;ZNF133;ZNF134;ZNF135;ZNF136;ZNF138;ZNF14;ZNF140;ZNF141;ZNF142;ZNF146;ZNF154;ZNF155;ZNF157;ZNF16;ZNF160;ZNF165;ZNF167;ZNF169;ZNF17;ZNF174;ZNF175;ZNF177;ZNF18;ZNF180;ZNF181;ZNF182;ZNF184;ZNF189;ZNF19;ZNF192;ZNF193;ZNF195;ZNF197;ZNF2;ZNF20;ZNF200;ZNF202;ZNF205;ZNF208;ZNF211;ZNF212;ZNF213;ZNF214;ZNF215;ZNF22;ZNF221;ZNF222;ZNF223;ZNF224;ZNF225;ZNF226;ZNF227;ZNF229;ZNF23;ZNF230;ZNF232;ZNF233;ZNF234;ZNF235;ZNF236;ZNF239;ZNF24;ZNF248;ZNF25;ZNF250;ZNF251;ZNF253;ZNF254;ZNF256;ZNF257;ZNF26;ZNF260;ZNF263;ZNF264;ZNF266;ZNF267;ZNF268;ZNF273;ZNF274;ZNF275;ZNF278;ZNF28;ZNF282;ZNF283;ZNF284;ZNF285;ZNF285A;ZNF286A;ZNF286B;ZNF287;ZNF296;ZNF3;ZNF30;ZNF300;ZNF302;ZNF304;ZNF311;ZNF316;ZNF317;ZNF319;ZNF32;ZNF320;ZNF322;ZNF322A;ZNF323;ZNF324;ZNF324B;ZNF329;ZNF331;ZNF333;ZNF334;ZNF335;ZNF337;ZNF33A;ZNF33B;ZNF34;ZNF341;ZNF343;ZNF345;ZNF347;ZNF35;ZNF350;ZNF354A;ZNF354B;ZNF354C;ZNF358;ZNF37A;ZNF382;ZNF383;ZNF391;ZNF394;ZNF396;ZNF397;ZNF398;ZNF404;ZNF407;ZNF408;ZNF41;ZNF415;ZNF416;ZNF417;ZNF418;ZNF419;ZNF42;ZNF420;ZNF425;ZNF426;ZNF429;ZNF43;ZNF430;ZNF431;ZNF432;ZNF433;ZNF436;ZNF439;ZNF44;ZNF440;ZNF441;ZNF442;ZNF443;ZNF445;ZNF446;ZNF447;ZNF449;ZNF45;ZNF454;ZNF460;ZNF461;ZNF467;ZNF468;ZNF470;ZNF471;ZNF473;ZNF479;ZNF48;ZNF480;ZNF483;ZNF484;ZNF485;ZNF486;ZNF490;ZNF491;ZNF492;ZNF493;ZNF496;ZNF497;ZNF500;ZNF501;ZNF502;ZNF506;ZNF510;ZNF514;ZNF517;ZNF519;ZNF525;ZNF526;ZNF527;ZNF528;ZNF529;ZNF530;ZNF534;ZNF540;ZNF543;ZNF544;ZNF546;ZNF547;ZNF548;ZNF549;ZNF550;ZNF551;ZNF552;ZNF554;ZNF555;ZNF556;ZNF557;ZNF558;ZNF559;ZNF559-ZNF177;ZNF560;ZNF561;ZNF562;ZNF563;ZNF564;ZNF565;ZNF566;ZNF567;ZNF568;ZNF569;ZNF57;ZNF570;ZNF571;ZNF572;ZNF573;ZNF574;ZNF577;ZNF578;ZNF579;ZNF582;ZNF583;ZNF584;ZNF585A;ZNF585B;ZNF586;ZNF587;ZNF587B;ZNF588;ZNF589;ZNF594;ZNF595;ZNF596;ZNF597;ZNF599;ZNF600;ZNF605;ZNF606;ZNF607;ZNF610;ZNF611;ZNF613;ZNF614;ZNF615;ZNF616;ZNF619;ZNF620;ZNF621;ZNF623;ZNF624;ZNF625;ZNF626;ZNF627;ZNF628;ZNF629;ZNF630;ZNF641;ZNF643;ZNF646;ZNF648;ZNF649;ZNF655;ZNF658;ZNF66;ZNF660;ZNF662;ZNF664;ZNF665;ZNF667;ZNF668;ZNF669;ZNF670;ZNF671;ZNF672;ZNF674;ZNF675;ZNF677;ZNF678;ZNF679;ZNF680;ZNF681;ZNF682;ZNF684;ZNF688;ZNF689;ZNF69;ZNF691;ZNF695;ZNF696;ZNF697;ZNF699;ZNF7;ZNF70;ZNF700;ZNF701;ZNF705A;ZNF705B;ZNF705D;ZNF705E;ZNF705G;ZNF707;ZNF708;ZNF709;ZNF71;ZNF713;ZNF716;ZNF717;ZNF718;ZNF721;ZNF723;ZNF724;ZNF726;ZNF727;ZNF728;ZNF729;ZNF730;ZNF732;ZNF735;ZNF736;ZNF737;ZNF738;ZNF74;ZNF746;ZNF747;ZNF749;ZNF761;ZNF763;ZNF764;ZNF765;ZNF766;ZNF768;ZNF77;ZNF770;ZNF771;ZNF772;ZNF773;ZNF774;ZNF775;ZNF776;ZNF777;ZNF778;ZNF780A;ZNF780B;ZNF781;ZNF782;ZNF783;ZNF784;ZNF785;ZNF786;ZNF787;ZNF788;ZNF788P;ZNF789;ZNF79;ZNF790;ZNF791;ZNF792;ZNF793;ZNF799;ZNF8;ZNF80;ZNF805;ZNF806;ZNF808;ZNF81;ZNF813;ZNF814;ZNF816;ZNF823;ZNF829;ZNF83;ZNF835;ZNF836;ZNF837;ZNF84;ZNF841;ZNF844;ZNF845;ZNF846;ZNF85;ZNF850;ZNF852;ZNF853;ZNF860;ZNF865;ZNF878;ZNF879;ZNF880;ZNF883;ZNF888;ZNF891;ZNF90;ZNF91;ZNF92;ZNF93;ZNF98;ZNF99;ZSCAN1;ZSCAN10;ZSCAN12;ZSCAN16;ZSCAN18;ZSCAN2;ZSCAN20;ZSCAN21;ZSCAN22;ZSCAN23;ZSCAN25;ZSCAN26;ZSCAN29;ZSCAN30;ZSCAN31;ZSCAN32;ZSCAN9,DAPPUDRAFT_302037;DAPPUDRAFT_68142
26493,Dapma7bEVm000503,FBgn0041604;FBgn0263930,GPC3;GPC5,DAPPUDRAFT_26924
26494,Dapma7bEVm028838,,,
26495,Dapma7bEVm015732,,,
26496,Dapma7bEVm011347,,GAS1,DAPPUDRAFT_93942
26497,Dapma7bEVm006539,,,DAPPUDRAFT_117215;DAPPUDRAFT_323874
26498,Dapma7bEVm015903,,C17orf113;KIAA1586,
26499,Dapma7bEVm029605,,,
26500,Dapma7bEVm020497,,,
26501,Dapma7bEVm008582,,,
26502,Dapma7bEVm019450,,,
26503,Dapma7bEVm024769,,SFRS2;SRP46;SRSF2;SRSF8,DAPPUDRAFT_62581
26504,Dapma7bEVm019126,FBgn0264695;FBgn0265434,MYH1;MYH13;MYH15;MYH2;MYH3;MYH4;MYH6;MYH7;MYH7B;MYH8,
26505,Dapma7bEVm007585,,,DAPPUDRAFT_254525
26506,Dapma7bEVm015703,,B3GALNT1;B3GALT1;B3GALT2;B3GALT4;B3GALT5;B3GNT2;B3GNT3;B3GNT4;B3GNT6;B3GNT7;B3GNT8;B3GNT9;IGSF5;OK/KNS-cl.1,
26507,Dapma7bEVm028253,,,
26508,Dapma7bEVm027582,,,
26509,Dapma7bEVm018661,FBgn0032470,TTC30A;TTC30B,DAPPUDRAFT_305649
26510,Dapma7bEVm007790,FBgn0031675,,DAPPUDRAFT_14628;DAPPUDRAFT_15719;DAPPUDRAFT_16300;DAPPUDRAFT_34217;DAPPUDRAFT_36183
26511,Dapma7bEVm006969,FBgn0032197,,DAPPUDRAFT_304658
26512,Dapma7bEVm023160,FBgn0285917,,
26513,Dapma7bEVm028148,,,
26514,Dapma7bEVm023619,,BRWD1;BRWD3;PHIP,DAPPUDRAFT_228284
26515,Dapma7bEVm024243,FBgn0014340;FBgn0026080;FBgn0028387;FBgn0034975,HTATIP;KAT5;KAT7;KAT8,DAPPUDRAFT_190794
26516,Dapma7bEVm027372,FBgn0050296,,DAPPUDRAFT_303490
26517,Dapma7bEVm016538,,,
26518,Dapma7bEVm015856,,ANKK1;RIPK4;dik,
26519,Dapma7bEVm028423,,,
26520,Dapma7bEVm016172,FBgn0011745,ACTA1;ACTA2;ACTB;ACTBL2;ACTC1;ACTG1;ACTG2;POTEI;POTEJ;PS1TP5BP1,
26521,Dapma7bEVm007954,FBgn0051855,DDA1,DAPPUDRAFT_230069
26522,Dapma7bEVm023035,,,
26523,Dapma7bEVm017635,FBgn0010408,RPS9,
26524,Dapma7bEVm029547,FBgn0016917,STAT1;STAT2;STAT3;STAT4;STAT5A;STAT5B;STAT6,DAPPUDRAFT_97641
26525,Dapma7bEVm007601,,SPOP;SPOPL,DAPPUDRAFT_34136;DAPPUDRAFT_53888;DAPPUDRAFT_54228;DAPPUDRAFT_56298;DAPPUDRAFT_96372
26526,Dapma7bEVm001282,FBgn0030745,TMEM38A;TMEM38B,DAPPUDRAFT_59467
26527,Dapma7bEVm016743,,,
26528,Dapma7bEVm022484,,RNF183;RNF223;RNF224;RNF225,
26529,Dapma7bEVm006342,,,DAPPUDRAFT_309285
26530,Dapma7bEVm009763,,RBMS1;RBMS2;RBMS3,DAPPUDRAFT_4034
26531,Dapma7bEVm004049,FBgn0027548,RBM15;RBM15B,DAPPUDRAFT_330660
26532,Dapma7bEVm008895,,BOLA3,DAPPUDRAFT_301274
26533,Dapma7bEVm030452,,DSCAM;DSCAML1,
26534,Dapma7bEVm010857,,,
26535,Dapma7bEVm016167,,,DAPPUDRAFT_334955
26536,Dapma7bEVm028192,,,DAPPUDRAFT_245756
26537,Dapma7bEVm006588,FBgn0030099,CYB5D2,DAPPUDRAFT_214023
26538,Dapma7bEVm007031,,,
26539,Dapma7bEVm008389,FBgn0036918,PFDN6,DAPPUDRAFT_111574
26540,Dapma7bEVm015768,,ANKK1;RIPK4;dik,
26541,Dapma7bEVm026991,,,
26542,Dapma7bEVm026982,,,
26543,Dapma7bEVm026856,,,
26544,Dapma7bEVm027035,,,
26545,Dapma7bEVm014614,,,
26546,Dapma7bEVm014506,,,
26547,Dapma7bEVm014309,,,
26548,Dapma7bEVm018386,,,
26549,Dapma7bEVm026715,,,
26550,Dapma7bEVm014320,,,
26551,Dapma7bEVm027233,,,
26552,Dapma7bEVm013431,,,
26553,Dapma7bEVm026998,,,
26554,Dapma7bEVm026457,,,
26555,Dapma7bEVm014826,,,
26556,Dapma7bEVm013762,,,
26557,Dapma7bEVm027188,,,
26558,Dapma7bEVm011354,,,DAPPUDRAFT_312195
26559,Dapma7bEVm007735,FBgn0038295;FBgn0038435;FBgn0038436,GUCY1A1;GUCY1A2;GUCY1B1,DAPPUDRAFT_319724
26560,Dapma7bEVm027238,,,
26561,Dapma7bEVm026565,,,
26562,Dapma7bEVm027209,,,
26563,Dapma7bEVm024561,,,DAPPUDRAFT_303598
26564,Dapma7bEVm030489,,,
26565,Dapma7bEVm030494,,,
26566,Dapma7bEVm009016,,,
26567,Dapma7bEVm023060,,,DAPPUDRAFT_318324
26568,Dapma7bEVm013982,,,
26569,Dapma7bEVm012097,,,
26570,Dapma7bEVm016143,,,
26571,Dapma7bEVm027160,,,
26572,Dapma7bEVm022988,FBgn0003429,KCNMA1;KCNU1,DAPPUDRAFT_313756
26573,Dapma7bEVm030513,,,
26574,Dapma7bEVm024708,,ADIPOQ;C1QA;C1QB;C1QC;C1QTNF2;C1QTNF7;C1QTNF9;C1QTNF9B;OTOL1,DAPPUDRAFT_223872
26575,Dapma7bEVm014521,,,
26576,Dapma7bEVm008648,,ZSWIM7,DAPPUDRAFT_322466
26577,Dapma7bEVm026763,,,
26578,Dapma7bEVm012867,,,
26579,Dapma7bEVm014500,,,
26580,Dapma7bEVm023141,FBgn0029997,NCKIPSD,DAPPUDRAFT_306850
26581,Dapma7bEVm013331,,ACSM1;ACSM2A;ACSM2B;ACSM3;ACSM4;ACSM5;ACSM6,DAPPUDRAFT_313128
26582,Dapma7bEVm011792,FBgn0014417,NAGLU,DAPPUDRAFT_301977
26583,Dapma7bEVm014818,,,
26584,Dapma7bEVm026544,,,
26585,Dapma7bEVm018863,,,DAPPUDRAFT_318778
26586,Dapma7bEVm026899,,,
26587,Dapma7bEVm021186,,,
26588,Dapma7bEVm018150,,,
26589,Dapma7bEVm016660,,,
26590,Dapma7bEVm010798,FBgn0051992,,DAPPUDRAFT_300013
26591,Dapma7bEVm004391,,,
26592,Dapma7bEVm014951,,,DAPPUDRAFT_302602;DAPPUDRAFT_316689
26593,Dapma7bEVm005181,,LYAR,DAPPUDRAFT_299669;DAPPUDRAFT_299670;DAPPUDRAFT_304944
26594,Dapma7bEVm021067,FBgn0001168;FBgn0010109;FBgn0032741,HES1;HES2;HES4,
26595,Dapma7bEVm011539,,,DAPPUDRAFT_304150
26596,Dapma7bEVm007778,,,
26597,Dapma7bEVm000565,FBgn0033989,SAMM50,DAPPUDRAFT_110732
26598,Dapma7bEVm008016,,,
26599,Dapma7bEVm029241,FBgn0052791;FBgn0259245,IGLON5;LSAMP;NEGR1;NTM;OPCML,
26600,Dapma7bEVm030524,,,
26601,Dapma7bEVm012766,,,
26602,Dapma7bEVm020346,,,
26603,Dapma7bEVm022240,,,
26604,Dapma7bEVm022063,,,
26605,Dapma7bEVm021120,,,
26606,Dapma7bEVm017901,FBgn0002638,RCC1,
26607,Dapma7bEVm019124,FBgn0004647;FBgn0259685,DKFZp434N181;NOTCH1;NOTCH2;NOTCH3;NOTCH4,DAPPUDRAFT_129960
26608,Dapma7bEVm019524,,EIF4G1;EIF4G3,DAPPUDRAFT_119606;DAPPUDRAFT_198899;DAPPUDRAFT_225020;DAPPUDRAFT_244701;DAPPUDRAFT_300388;DAPPUDRAFT_331348;DAPPUDRAFT_5482;DAPPUDRAFT_55191;DAPPUDRAFT_5900;DAPPUDRAFT_5957;DAPPUDRAFT_67452
26609,Dapma7bEVm017837,FBgn0032136;FBgn0034911;FBgn0087002,LOC400499,
26610,Dapma7bEVm017222,,,
26611,Dapma7bEVm021832,,,
26612,Dapma7bEVm021278,FBgn0015218;FBgn0035709;FBgn0035823;FBgn0039622;FBgn0040368;FBgn0265089,EIF4E;EIF4E1B;EIF4E2;tmp_locus_9,DAPPUDRAFT_98425
26613,Dapma7bEVm017847,FBgn0039920,MEX3A;MEX3B;MEX3C;MEX3D,DAPPUDRAFT_47975
26614,Dapma7bEVm020906,,,
26615,Dapma7bEVm020297,,,
26616,Dapma7bEVm021135,FBgn0025790;FBgn0036496,TARDBP,
26617,Dapma7bEVm017845,FBgn0010329;FBgn0036565;FBgn0037153,DBH;MOXD1,
26618,Dapma7bEVm021465,,,
26619,Dapma7bEVm021907,,,
26620,Dapma7bEVm018060,FBgn0004595,,
26621,Dapma7bEVm022062,FBgn0030520,PDCD4,
26622,Dapma7bEVm021953,FBgn0024371,E2F1;E2F2;E2F3;E2F6,
26623,Dapma7bEVm018136,FBgn0011217;FBgn0015320;FBgn0030386;FBgn0031331;FBgn0035455,UBE2D1;UBE2D2;UBE2D3;UBE2D4,DAPPUDRAFT_120690
26624,Dapma7bEVm018029,,,
26625,Dapma7bEVm018003,FBgn0038281,RPL10A,DAPPUDRAFT_230893
26626,Dapma7bEVm019636,FBgn0051998,,
26627,Dapma7bEVm019583,FBgn0000289;FBgn0020309;FBgn0025874;FBgn0028647;FBgn0030240;FBgn0031610;FBgn0032295;FBgn0033491;FBgn0037085;FBgn0037120;FBgn0037931;FBgn0038047;FBgn0039329;FBgn0051224;FBgn0260741,COMMD5;DKFZp434G1621;DKFZp434K202;DKFZp434L2027;DKFZp666E157;DKFZp666M044;DKFZp686G24119;DKFZp686L0787;DKFZp686M1631;DKFZp686O111;E4F1;FIZ1;FLJ23436;FLJ32130;FLJ37549;FP972;GLI4;GZF1;HEL-179;HEL-203;HEL104;HKR1;LOC101928592;LOC105372319;LOC107984126;LOC107984139;LOC112268403;LOC125893;LOC126295;LOC155054;LOC163131;MAZ;MGC13138;MGC2474;MYNN;MZF1;Nbla00121;PATZ1;PEG3;PRDM11;PRDM15;PRDM5;PRDM7;PRDM9;RBAK;REPIN1;RhitH;ZBTB11;ZBTB16;ZBTB17;ZBTB24;ZBTB32;ZBTB40;ZBTB41;ZBTB48;ZBTB49;ZFAT;ZFP1;ZFP112;ZFP14;ZFP2;ZFP28;ZFP3;ZFP30;ZFP37;ZFP41;ZFP57;ZFP62;ZFP69;ZFP69B;ZFP82;ZFP90;ZFP92;ZIK1;ZIM2;ZIM3;ZKSCAN1;ZKSCAN2;ZKSCAN5;ZKSCAN7;ZKSCAN8;ZNF10;ZNF100;ZNF101;ZNF107;ZNF112;ZNF114;ZNF117;ZNF12;ZNF121;ZNF124;ZNF132;ZNF133;ZNF134;ZNF135;ZNF136;ZNF138;ZNF14;ZNF140;ZNF141;ZNF142;ZNF146;ZNF154;ZNF155;ZNF157;ZNF16;ZNF160;ZNF165;ZNF167;ZNF169;ZNF17;ZNF174;ZNF175;ZNF177;ZNF18;ZNF180;ZNF181;ZNF182;ZNF184;ZNF189;ZNF19;ZNF192;ZNF193;ZNF195;ZNF197;ZNF2;ZNF20;ZNF200;ZNF202;ZNF205;ZNF208;ZNF211;ZNF212;ZNF213;ZNF214;ZNF215;ZNF22;ZNF221;ZNF222;ZNF223;ZNF224;ZNF225;ZNF226;ZNF227;ZNF229;ZNF23;ZNF230;ZNF232;ZNF233;ZNF234;ZNF235;ZNF236;ZNF239;ZNF24;ZNF248;ZNF25;ZNF250;ZNF251;ZNF253;ZNF254;ZNF256;ZNF257;ZNF26;ZNF260;ZNF263;ZNF264;ZNF266;ZNF267;ZNF268;ZNF273;ZNF274;ZNF275;ZNF278;ZNF28;ZNF282;ZNF283;ZNF284;ZNF285;ZNF285A;ZNF286A;ZNF286B;ZNF287;ZNF296;ZNF3;ZNF30;ZNF300;ZNF302;ZNF304;ZNF311;ZNF316;ZNF317;ZNF319;ZNF32;ZNF320;ZNF322;ZNF322A;ZNF323;ZNF324;ZNF324B;ZNF329;ZNF331;ZNF333;ZNF334;ZNF335;ZNF337;ZNF33A;ZNF33B;ZNF34;ZNF341;ZNF343;ZNF345;ZNF347;ZNF35;ZNF350;ZNF354A;ZNF354B;ZNF354C;ZNF358;ZNF37A;ZNF382;ZNF383;ZNF391;ZNF394;ZNF396;ZNF397;ZNF398;ZNF404;ZNF407;ZNF408;ZNF41;ZNF415;ZNF416;ZNF417;ZNF418;ZNF419;ZNF42;ZNF420;ZNF425;ZNF426;ZNF429;ZNF43;ZNF430;ZNF431;ZNF432;ZNF433;ZNF436;ZNF439;ZNF44;ZNF440;ZNF441;ZNF442;ZNF443;ZNF445;ZNF446;ZNF447;ZNF449;ZNF45;ZNF454;ZNF460;ZNF461;ZNF467;ZNF468;ZNF470;ZNF471;ZNF473;ZNF479;ZNF48;ZNF480;ZNF483;ZNF484;ZNF485;ZNF486;ZNF490;ZNF491;ZNF492;ZNF493;ZNF496;ZNF497;ZNF500;ZNF501;ZNF502;ZNF506;ZNF510;ZNF514;ZNF517;ZNF519;ZNF525;ZNF526;ZNF527;ZNF528;ZNF529;ZNF530;ZNF534;ZNF540;ZNF543;ZNF544;ZNF546;ZNF547;ZNF548;ZNF549;ZNF550;ZNF551;ZNF552;ZNF554;ZNF555;ZNF556;ZNF557;ZNF558;ZNF559;ZNF559-ZNF177;ZNF560;ZNF561;ZNF562;ZNF563;ZNF564;ZNF565;ZNF566;ZNF567;ZNF568;ZNF569;ZNF57;ZNF570;ZNF571;ZNF572;ZNF573;ZNF574;ZNF577;ZNF578;ZNF579;ZNF582;ZNF583;ZNF584;ZNF585A;ZNF585B;ZNF586;ZNF587;ZNF587B;ZNF588;ZNF589;ZNF594;ZNF595;ZNF596;ZNF597;ZNF599;ZNF600;ZNF605;ZNF606;ZNF607;ZNF610;ZNF611;ZNF613;ZNF614;ZNF615;ZNF616;ZNF619;ZNF620;ZNF621;ZNF623;ZNF624;ZNF625;ZNF626;ZNF627;ZNF628;ZNF629;ZNF630;ZNF641;ZNF643;ZNF646;ZNF648;ZNF649;ZNF655;ZNF658;ZNF66;ZNF660;ZNF662;ZNF664;ZNF665;ZNF667;ZNF668;ZNF669;ZNF670;ZNF671;ZNF672;ZNF674;ZNF675;ZNF677;ZNF678;ZNF679;ZNF680;ZNF681;ZNF682;ZNF684;ZNF688;ZNF689;ZNF69;ZNF691;ZNF695;ZNF696;ZNF697;ZNF699;ZNF7;ZNF70;ZNF700;ZNF701;ZNF705A;ZNF705B;ZNF705D;ZNF705E;ZNF705G;ZNF707;ZNF708;ZNF709;ZNF71;ZNF713;ZNF716;ZNF717;ZNF718;ZNF721;ZNF723;ZNF724;ZNF726;ZNF727;ZNF728;ZNF729;ZNF730;ZNF732;ZNF735;ZNF736;ZNF737;ZNF738;ZNF74;ZNF746;ZNF747;ZNF749;ZNF761;ZNF763;ZNF764;ZNF765;ZNF766;ZNF768;ZNF77;ZNF770;ZNF771;ZNF772;ZNF773;ZNF774;ZNF775;ZNF776;ZNF777;ZNF778;ZNF780A;ZNF780B;ZNF781;ZNF782;ZNF783;ZNF784;ZNF785;ZNF786;ZNF787;ZNF788;ZNF788P;ZNF789;ZNF79;ZNF790;ZNF791;ZNF792;ZNF793;ZNF799;ZNF8;ZNF80;ZNF805;ZNF806;ZNF808;ZNF81;ZNF813;ZNF814;ZNF816;ZNF823;ZNF829;ZNF83;ZNF835;ZNF836;ZNF837;ZNF84;ZNF841;ZNF844;ZNF845;ZNF846;ZNF85;ZNF850;ZNF852;ZNF853;ZNF860;ZNF865;ZNF878;ZNF879;ZNF880;ZNF883;ZNF888;ZNF891;ZNF90;ZNF91;ZNF92;ZNF93;ZNF98;ZNF99;ZSCAN1;ZSCAN10;ZSCAN12;ZSCAN16;ZSCAN18;ZSCAN2;ZSCAN20;ZSCAN21;ZSCAN22;ZSCAN23;ZSCAN25;ZSCAN26;ZSCAN29;ZSCAN30;ZSCAN31;ZSCAN32;ZSCAN9,
26628,Dapma7bEVm024487,FBgn0004364;FBgn0029114;FBgn0034476;FBgn0036494,CD180;TLR1;TLR10;TLR2;TLR3;TLR4;TLR5;TLR6;TLR7;TLR8;TLR9,DAPPUDRAFT_128614;DAPPUDRAFT_65779
26629,Dapma7bEVm017807,FBgn0263392,,DAPPUDRAFT_200491
26630,Dapma7bEVm021687,,,
26631,Dapma7bEVm019183,,,DAPPUDRAFT_346973
26632,Dapma7bEVm020333,FBgn0037728,PTGES3;PTGES3L,
26633,Dapma7bEVm018000,FBgn0000259;FBgn0015300;FBgn0026136,CK II beta;CSNK2B,DAPPUDRAFT_305830
26634,Dapma7bEVm022156,,,
26635,Dapma7bEVm022316,,,
26636,Dapma7bEVm020594,FBgn0023509,LIN9,
26637,Dapma7bEVm020485,FBgn0000150,NME1;NME2;NME3;NME4,DAPPUDRAFT_305195;DAPPUDRAFT_306455;DAPPUDRAFT_306467;DAPPUDRAFT_93797;DAPPUDRAFT_93870
26638,Dapma7bEVm018099,FBgn0262801,SEC11A;SEC11C;SEC11L1,
26639,Dapma7bEVm020856,,,
26640,Dapma7bEVm016883,FBgn0020236,ACLY;ACLY variant protein,
26641,Dapma7bEVm024632,,,
26642,Dapma7bEVm023058,FBgn0030148;FBgn0031032;FBgn0031033;FBgn0031034;FBgn0033792;FBgn0038873;FBgn0039091;FBgn0039092;FBgn0039093;FBgn0053337;FBgn0259229;FBgn0260006,LOC112268211,DAPPUDRAFT_103117;DAPPUDRAFT_196694;DAPPUDRAFT_208848;DAPPUDRAFT_237802;DAPPUDRAFT_240144;DAPPUDRAFT_301951;DAPPUDRAFT_306180;DAPPUDRAFT_313822;DAPPUDRAFT_313823;DAPPUDRAFT_313999;DAPPUDRAFT_314000;DAPPUDRAFT_315845;DAPPUDRAFT_315852;DAPPUDRAFT_3267;DAPPUDRAFT_45680;DAPPUDRAFT_48106;DAPPUDRAFT_48215;DAPPUDRAFT_60562;DAPPUDRAFT_60588;DAPPUDRAFT_60845
26643,Dapma7bEVm021468,,,
26644,Dapma7bEVm018026,FBgn0010215,CTNNA1;CTNNA2;CTNNA3;LRRTM1;LRRTM2,
26645,Dapma7bEVm017834,FBgn0267821,TCF12;TCF3;TCF4,
26646,Dapma7bEVm017888,,,
26647,Dapma7bEVm014096,,,
26648,Dapma7bEVm014615,,,
26649,Dapma7bEVm017914,FBgn0064225,RPL5,DAPPUDRAFT_299917
26650,Dapma7bEVm020215,FBgn0261722,CACFD1,DAPPUDRAFT_128200
26651,Dapma7bEVm022287,,,
26652,Dapma7bEVm000062,FBgn0032339,WDR24;WDR59,DAPPUDRAFT_307385
26653,Dapma7bEVm000468,FBgn0035333,MARCH6,DAPPUDRAFT_54719
26654,Dapma7bEVm002295,FBgn0033952;FBgn0036751;FBgn0036752;FBgn0038172;FBgn0038173;FBgn0043025,ADA2,DAPPUDRAFT_307202
26655,Dapma7bEVm010624,,,DAPPUDRAFT_327516
26656,Dapma7bEVm011546,,,DAPPUDRAFT_110187;DAPPUDRAFT_118041;DAPPUDRAFT_118302;DAPPUDRAFT_266641;DAPPUDRAFT_304524;DAPPUDRAFT_305121;DAPPUDRAFT_307602;DAPPUDRAFT_315290;DAPPUDRAFT_320085;DAPPUDRAFT_330625;DAPPUDRAFT_334338;DAPPUDRAFT_96285
26657,Dapma7bEVm029080,,,
26658,Dapma7bEVm019730,FBgn0002609;FBgn0002633;FBgn0002733;FBgn0002734;FBgn0002735,HES6,
26659,Dapma7bEVm009739,,ARID3A;ARID3B;ARID3C,DAPPUDRAFT_3993
26660,Dapma7bEVm018127,,,
26661,Dapma7bEVm003667,FBgn0036617;FBgn0036618,,DAPPUDRAFT_222358;DAPPUDRAFT_236104;DAPPUDRAFT_303722
26662,Dapma7bEVm009962,,TKFC,
26663,Dapma7bEVm018549,,,
26664,Dapma7bEVm016442,FBgn0015396,,DAPPUDRAFT_51691
26665,Dapma7bEVm005193,,,DAPPUDRAFT_242925
26666,Dapma7bEVm027283,,,
26667,Dapma7bEVm007007,FBgn0031986;FBgn0031988;FBgn0050036;FBgn0050037;FBgn0053145,B3GALNT1;B3GALT1;B3GALT2;B3GALT4;B3GALT5;B3GNT2;B3GNT3;B3GNT4;B3GNT6;B3GNT7;B3GNT8;B3GNT9;IGSF5;OK/KNS-cl.1,
26668,Dapma7bEVm006252,,,DAPPUDRAFT_233329
26669,Dapma7bEVm003896,FBgn0036128;FBgn0052072,ELOVL2;ELOVL4;ELOVL5,DAPPUDRAFT_260977
26670,Dapma7bEVm012205,,,
26671,Dapma7bEVm025359,,,
26672,Dapma7bEVm022313,FBgn0027657,GLNE1;HBM;PRCD,
26673,Dapma7bEVm006606,FBgn0033815;FBgn0034729;FBgn0036670;FBgn0039368;FBgn0039369;FBgn0039370;FBgn0042133,ZDHHC24,DAPPUDRAFT_308301
26674,Dapma7bEVm020533,,,
26675,Dapma7bEVm010361,,,DAPPUDRAFT_251905
26676,Dapma7bEVm012997,,,
26677,Dapma7bEVm010896,,,DAPPUDRAFT_305425
26678,Dapma7bEVm002651,,,DAPPUDRAFT_302710
26679,Dapma7bEVm012818,,,
26680,Dapma7bEVm016273,,,
26681,Dapma7bEVm015730,,,
